SEQ,MODEL_AREA,MODEL_CD,MODEL_NAME,ENTRY_DATE,PRED_INTERVAL,PRED_INTERVAL_UNIT,TRAIN_INTERVAL,TRAIN_INTERVAL_UNIT,TOTAL_FRAME_TYPE,TOTAL_FRAME_TERM,TOTAL_FRAME_UNIT,TOTAL_FRAME_START_DATE,TOTAL_FRAME_END_DATE,ANAL_FRAME_TYPE,ANAL_FRAME_TRAIN_TERM,ANAL_FRAME_TRAIN_TERM_UNIT,ANAL_FRAME_PRED_TERM,ANAL_FRAME_PRED_TERM_UNIT,ANAL_FRAME_TRAIN_SDATE,ANAL_FRAME_TRAIN_EDATE,ANAL_FRAME_PRED_SDATE,ANAL_FRAME_PRED_EDATE,USE_YN
1,설비예지보전,*,모터,20260513,1,D,30,D,AUTO,3,M,,,RATIO,80,,20,,,,,,Y
