MEAS_DT,TAG_CD,MEAS_VAL,STATUS
2026-04-18,MTR-21A09-CNV01-ACC,13.80438,GOOD
2026-04-18,MTR-21A09-CNV01-ENV,13.5758,GOOD
2026-04-18,MTR-21A09-CNV01-STATUS,0,GOOD
2026-04-18,MTR-21A09-CNV01-VEL,13.10085,GOOD
2026-04-18,MTR-21A12-CNV01-ACC,7.993006,GOOD
2026-04-18,MTR-21A12-CNV01-ENV,7.167933,GOOD
2026-04-18,MTR-21A12-CNV01-STATUS,1,GOOD
2026-04-18,MTR-21A12-CNV01-VEL,2.453943,GOOD
2026-04-18,MTR-22B01-CNV01-ACC,12.2193,GOOD
2026-04-18,MTR-22B01-CNV01-ENV,9.585728,GOOD
2026-04-18,MTR-22B01-CNV01-STATUS,0,GOOD
2026-04-18,MTR-22B01-CNV01-VEL,6.515539,GOOD
2026-04-18,MTR-22B09-CNV01-ACC,0.04519081,GOOD
2026-04-18,MTR-22B09-CNV01-ENV,0.326807,GOOD
2026-04-18,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-18,MTR-22B09-CNV01-VEL,0.08547401,GOOD
2026-04-18,MTR-22B12-CNV01-ACC,12.08218,GOOD
2026-04-18,MTR-22B12-CNV01-ENV,10.70538,GOOD
2026-04-18,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-18,MTR-22B12-CNV01-VEL,4.36474,GOOD
2026-04-19,MTR-21A01-CNV01-ACC,9.163599,GOOD
2026-04-19,MTR-21A01-CNV01-ENV,5.880335,GOOD
2026-04-19,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-19,MTR-21A01-CNV01-VEL,2.571924,GOOD
2026-04-19,MTR-21A09-CNV01-ACC,13.837,GOOD
2026-04-19,MTR-21A09-CNV01-ENV,13.13366,GOOD
2026-04-19,MTR-21A09-CNV01-STATUS,0,GOOD
2026-04-19,MTR-21A09-CNV01-VEL,11.66397,GOOD
2026-04-19,MTR-21A12-CNV01-ACC,8.310114,GOOD
2026-04-19,MTR-21A12-CNV01-ENV,7.76861,GOOD
2026-04-19,MTR-21A12-CNV01-STATUS,1,GOOD
2026-04-19,MTR-21A12-CNV01-VEL,2.964289,GOOD
2026-04-19,MTR-22B01-CNV01-ACC,16.59252,GOOD
2026-04-19,MTR-22B01-CNV01-ENV,15.97457,GOOD
2026-04-19,MTR-22B01-CNV01-STATUS,0,GOOD
2026-04-19,MTR-22B01-CNV01-VEL,14.2755,GOOD
2026-04-19,MTR-22B09-CNV01-ACC,0.3669682,GOOD
2026-04-19,MTR-22B09-CNV01-ENV,0.3468876,GOOD
2026-04-19,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-19,MTR-22B09-CNV01-VEL,0.2464237,GOOD
2026-04-19,MTR-22B12-CNV01-ACC,12.06417,GOOD
2026-04-19,MTR-22B12-CNV01-ENV,10.77825,GOOD
2026-04-19,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-19,MTR-22B12-CNV01-VEL,4.268091,GOOD
2026-04-20,MTR-21A01-CNV01-ACC,9.052668,GOOD
2026-04-20,MTR-21A01-CNV01-ENV,5.975519,GOOD
2026-04-20,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-20,MTR-21A01-CNV01-VEL,2.571924,GOOD
2026-04-20,MTR-21A09-CNV01-ACC,7.581263,GOOD
2026-04-20,MTR-21A09-CNV01-ENV,7.017237,GOOD
2026-04-20,MTR-21A09-CNV01-STATUS,1,GOOD
2026-04-20,MTR-21A09-CNV01-VEL,2.591578,GOOD
2026-04-20,MTR-21A12-CNV01-ACC,8.626307,GOOD
2026-04-20,MTR-21A12-CNV01-ENV,8.49621,GOOD
2026-04-20,MTR-21A12-CNV01-STATUS,1,GOOD
2026-04-20,MTR-21A12-CNV01-VEL,3.374689,GOOD
2026-04-20,MTR-22B01-CNV01-ACC,0.2263126,GOOD
2026-04-20,MTR-22B01-CNV01-ENV,0.5675602,GOOD
2026-04-20,MTR-22B01-CNV01-STATUS,1,GOOD
2026-04-20,MTR-22B01-CNV01-VEL,0.4271793,GOOD
2026-04-20,MTR-22B09-CNV01-ACC,0.5675602,GOOD
2026-04-20,MTR-22B09-CNV01-ENV,0.4472294,GOOD
2026-04-20,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-20,MTR-22B09-CNV01-VEL,0.2062016,GOOD
2026-04-20,MTR-22B12-CNV01-ACC,12.06417,GOOD
2026-04-20,MTR-22B12-CNV01-ENV,10.8511,GOOD
2026-04-20,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-20,MTR-22B12-CNV01-VEL,4.461298,GOOD
2026-04-21,MTR-21A01-CNV01-ACC,9.200584,GOOD
2026-04-21,MTR-21A01-CNV01-ENV,6.355494,GOOD
2026-04-21,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-21,MTR-21A01-CNV01-VEL,2.532618,GOOD
2026-04-21,MTR-21A09-CNV01-ACC,7.22439,GOOD
2026-04-21,MTR-21A09-CNV01-ENV,6.734125,GOOD
2026-04-21,MTR-21A09-CNV01-STATUS,1,GOOD
2026-04-21,MTR-21A09-CNV01-VEL,2.473597,GOOD
2026-04-21,MTR-21A12-CNV01-ACC,10.15719,GOOD
2026-04-21,MTR-21A12-CNV01-ENV,6.753016,GOOD
2026-04-21,MTR-21A12-CNV01-STATUS,1,GOOD
2026-04-21,MTR-21A12-CNV01-VEL,2.630884,GOOD
2026-04-21,MTR-22B01-CNV01-ACC,0.50741,GOOD
2026-04-21,MTR-22B01-CNV01-ENV,0.5875797,GOOD
2026-04-21,MTR-22B01-CNV01-STATUS,1,GOOD
2026-04-21,MTR-22B01-CNV01-VEL,0.9675541,GOOD
2026-04-21,MTR-22B09-CNV01-ACC,0.4472294,GOOD
2026-04-21,MTR-22B09-CNV01-ENV,0.4472294,GOOD
2026-04-21,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-21,MTR-22B09-CNV01-VEL,0.3870487,GOOD
2026-04-21,MTR-22B12-CNV01-ACC,12.04613,GOOD
2026-04-21,MTR-22B12-CNV01-ENV,10.83288,GOOD
2026-04-21,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-21,MTR-22B12-CNV01-VEL,4.788965,GOOD
2026-04-22,MTR-21A01-CNV01-ACC,9.163599,GOOD
2026-04-22,MTR-21A01-CNV01-ENV,6.336542,GOOD
2026-04-22,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-22,MTR-21A01-CNV01-VEL,2.80752,GOOD
2026-04-22,MTR-21A09-CNV01-ACC,6.563898,GOOD
2026-04-22,MTR-21A09-CNV01-ENV,6.165674,GOOD
2026-04-22,MTR-21A09-CNV01-STATUS,1,GOOD
2026-04-22,MTR-21A09-CNV01-VEL,2.118891,GOOD
2026-04-22,MTR-21A12-CNV01-ACC,10.26705,GOOD
2026-04-22,MTR-21A12-CNV01-ENV,7.22439,GOOD
2026-04-22,MTR-21A12-CNV01-STATUS,1,GOOD
2026-04-22,MTR-21A12-CNV01-VEL,2.80752,GOOD
2026-04-22,MTR-22B01-CNV01-ACC,0.3669682,GOOD
2026-04-22,MTR-22B01-CNV01-ENV,0.5675602,GOOD
2026-04-22,MTR-22B01-CNV01-STATUS,1,GOOD
2026-04-22,MTR-22B01-CNV01-VEL,1.246637,GOOD
2026-04-22,MTR-22B09-CNV01-ACC,0.2464237,GOOD
2026-04-22,MTR-22B09-CNV01-ENV,0.2866154,GOOD
2026-04-22,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-22,MTR-22B09-CNV01-VEL,0.4070988,GOOD
2026-04-22,MTR-22B12-CNV01-ACC,12.08218,GOOD
2026-04-22,MTR-22B12-CNV01-ENV,10.96026,GOOD
2026-04-22,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-22,MTR-22B12-CNV01-VEL,4.711969,GOOD
2026-04-23,MTR-21A01-CNV01-ACC,9.01565,GOOD
2026-04-23,MTR-21A01-CNV01-ENV,6.544977,GOOD
2026-04-23,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-23,MTR-21A01-CNV01-VEL,2.591578,GOOD
2026-04-23,MTR-21A09-CNV01-ACC,5.727808,GOOD
2026-04-23,MTR-21A09-CNV01-ENV,5.555994,GOOD
2026-04-23,MTR-21A09-CNV01-STATUS,1,GOOD
2026-04-23,MTR-21A09-CNV01-VEL,1.881739,GOOD
2026-04-23,MTR-21A12-CNV01-ACC,10.10223,GOOD
2026-04-23,MTR-21A12-CNV01-ENV,7.731165,GOOD
2026-04-23,MTR-21A12-CNV01-STATUS,1,GOOD
2026-04-23,MTR-21A12-CNV01-VEL,2.729059,GOOD
2026-04-23,MTR-22B01-CNV01-ACC,0.50741,GOOD
2026-04-23,MTR-22B01-CNV01-ENV,1.047388,GOOD
2026-04-23,MTR-22B01-CNV01-STATUS,1,GOOD
2026-04-23,MTR-22B01-CNV01-VEL,2.67016,GOOD
2026-04-23,MTR-22B09-CNV01-ACC,0.3669682,GOOD
2026-04-23,MTR-22B09-CNV01-ENV,0.48736,GOOD
2026-04-23,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-23,MTR-22B09-CNV01-VEL,0.48736,GOOD
2026-04-23,MTR-22B12-CNV01-ACC,12.10018,GOOD
2026-04-23,MTR-22B12-CNV01-ENV,11.03298,GOOD
2026-04-23,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-23,MTR-22B12-CNV01-VEL,4.865931,GOOD
2026-04-24,MTR-21A01-CNV01-ACC,9.163599,GOOD
2026-04-24,MTR-21A01-CNV01-ENV,6.885218,GOOD
2026-04-24,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-24,MTR-21A01-CNV01-VEL,2.80752,GOOD
2026-04-24,MTR-21A09-CNV01-ACC,4.750483,GOOD
2026-04-24,MTR-21A09-CNV01-ENV,1.505121,GOOD
2026-04-24,MTR-21A09-CNV01-STATUS,1,GOOD
2026-04-24,MTR-21A09-CNV01-VEL,1.047388,GOOD
2026-04-24,MTR-21A12-CNV01-ACC,10.41335,GOOD
2026-04-24,MTR-21A12-CNV01-ENV,8.198298,GOOD
2026-04-24,MTR-21A12-CNV01-STATUS,1,GOOD
2026-04-24,MTR-21A12-CNV01-VEL,2.964289,GOOD
2026-04-24,MTR-22B01-CNV01-ACC,0.8277225,GOOD
2026-04-24,MTR-22B01-CNV01-ENV,1.286463,GOOD
2026-04-24,MTR-22B01-CNV01-STATUS,1,GOOD
2026-04-24,MTR-22B01-CNV01-VEL,4.731226,GOOD
2026-04-24,MTR-22B09-CNV01-ACC,0.2062016,GOOD
2026-04-24,MTR-22B09-CNV01-ENV,0.5274601,GOOD
2026-04-24,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-24,MTR-22B09-CNV01-VEL,0.3468876,GOOD
2026-04-24,MTR-22B12-CNV01-ACC,12.08218,GOOD
2026-04-24,MTR-22B12-CNV01-ENV,11.05114,GOOD
2026-04-24,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-24,MTR-22B12-CNV01-VEL,4.750483,GOOD
2026-04-25,MTR-21A01-CNV01-ACC,9.01565,GOOD
2026-04-25,MTR-21A01-CNV01-ENV,6.866358,GOOD
2026-04-25,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-25,MTR-21A01-CNV01-VEL,2.846735,GOOD
2026-04-25,MTR-21A09-CNV01-ACC,3.86117,GOOD
2026-04-25,MTR-21A09-CNV01-ENV,1.246637,GOOD
2026-04-25,MTR-21A09-CNV01-STATUS,1,GOOD
2026-04-25,MTR-21A09-CNV01-VEL,0.9076481,GOOD
2026-04-25,MTR-21A12-CNV01-ACC,10.35851,GOOD
2026-04-25,MTR-21A12-CNV01-ENV,8.551996,GOOD
2026-04-25,MTR-21A12-CNV01-STATUS,1,GOOD
2026-04-25,MTR-21A12-CNV01-VEL,3.238062,GOOD
2026-04-25,MTR-22B01-CNV01-ACC,0.8876896,GOOD
2026-04-25,MTR-22B01-CNV01-ENV,1.405787,GOOD
2026-04-25,MTR-22B01-CNV01-STATUS,1,GOOD
2026-04-25,MTR-22B01-CNV01-VEL,3.802912,GOOD
2026-04-25,MTR-22B09-CNV01-ACC,0.3870487,GOOD
2026-04-25,MTR-22B09-CNV01-ENV,0.4472294,GOOD
2026-04-25,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-25,MTR-22B09-CNV01-VEL,0.3066959,GOOD
2026-04-25,MTR-22B12-CNV01-ACC,12.19015,GOOD
2026-04-25,MTR-22B12-CNV01-ENV,11.14196,GOOD
2026-04-25,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-25,MTR-22B12-CNV01-VEL,4.865931,GOOD
2026-04-26,MTR-21A01-CNV01-ACC,8.793329,GOOD
2026-04-26,MTR-21A01-CNV01-ENV,7.186762,GOOD
2026-04-26,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-26,MTR-21A01-CNV01-VEL,2.866327,GOOD
2026-04-26,MTR-21A09-CNV01-ACC,3.120813,GOOD
2026-04-26,MTR-21A09-CNV01-ENV,1.127131,GOOD
2026-04-26,MTR-21A09-CNV01-STATUS,1,GOOD
2026-04-26,MTR-21A09-CNV01-VEL,0.5875797,GOOD
2026-04-26,MTR-21A12-CNV01-ACC,16.82706,GOOD
2026-04-26,MTR-21A12-CNV01-ENV,16.74899,GOOD
2026-04-26,MTR-21A12-CNV01-STATUS,0,GOOD
2026-04-26,MTR-21A12-CNV01-VEL,15.33401,GOOD
2026-04-26,MTR-22B01-CNV01-ACC,1.107203,GOOD
2026-04-26,MTR-22B01-CNV01-ENV,1.206812,GOOD
2026-04-26,MTR-22B01-CNV01-STATUS,1,GOOD
2026-04-26,MTR-22B01-CNV01-VEL,4.461298,GOOD
2026-04-26,MTR-22B09-CNV01-ACC,0.326807,GOOD
2026-04-26,MTR-22B09-CNV01-ENV,0.4271793,GOOD
2026-04-26,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-26,MTR-22B09-CNV01-VEL,0.3870487,GOOD
2026-04-26,MTR-22B12-CNV01-ACC,12.10018,GOOD
2026-04-26,MTR-22B12-CNV01-ENV,10.97845,GOOD
2026-04-26,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-26,MTR-22B12-CNV01-VEL,4.865931,GOOD
2026-04-27,MTR-21A01-CNV01-ACC,8.960108,GOOD
2026-04-27,MTR-21A01-CNV01-ENV,7.412348,GOOD
2026-04-27,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-27,MTR-21A01-CNV01-VEL,2.827143,GOOD
2026-04-27,MTR-21A09-CNV01-ACC,2.079401,GOOD
2026-04-27,MTR-21A09-CNV01-ENV,0.6877079,GOOD
2026-04-27,MTR-21A09-CNV01-STATUS,1,GOOD
2026-04-27,MTR-21A09-CNV01-VEL,0.5675602,GOOD
2026-04-27,MTR-21A12-CNV01-ACC,13.34677,GOOD
2026-04-27,MTR-21A12-CNV01-ENV,13.03518,GOOD
2026-04-27,MTR-21A12-CNV01-STATUS,0,GOOD
2026-04-27,MTR-21A12-CNV01-VEL,12.04562,GOOD
2026-04-27,MTR-22B01-CNV01-ACC,1.047388,GOOD
2026-04-27,MTR-22B01-CNV01-ENV,1.38592,GOOD
2026-04-27,MTR-22B01-CNV01-STATUS,1,GOOD
2026-04-27,MTR-22B01-CNV01-VEL,4.422693,GOOD
2026-04-27,MTR-22B09-CNV01-ACC,0.4070988,GOOD
2026-04-27,MTR-22B09-CNV01-ENV,0.48736,GOOD
2026-04-27,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-27,MTR-22B09-CNV01-VEL,0.3468876,GOOD
2026-04-27,MTR-22B12-CNV01-ACC,12.08218,GOOD
2026-04-27,MTR-22B12-CNV01-ENV,11.08749,GOOD
2026-04-27,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-27,MTR-22B12-CNV01-VEL,4.769709,GOOD
2026-04-28,MTR-21A01-CNV01-ACC,8.774805,GOOD
2026-04-28,MTR-21A01-CNV01-ENV,7.393579,GOOD
2026-04-28,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-28,MTR-21A01-CNV01-VEL,3.023005,GOOD
2026-04-28,MTR-21A09-CNV01-ACC,0.9076481,GOOD
2026-04-28,MTR-21A09-CNV01-ENV,1.22674,GOOD
2026-04-28,MTR-21A09-CNV01-STATUS,1,GOOD
2026-04-28,MTR-21A09-CNV01-VEL,0.5675602,GOOD
2026-04-28,MTR-21A12-CNV01-ACC,13.15008,GOOD
2026-04-28,MTR-21A12-CNV01-ENV,12.83798,GOOD
2026-04-28,MTR-21A12-CNV01-STATUS,0,GOOD
2026-04-28,MTR-21A12-CNV01-VEL,12.24423,GOOD
2026-04-28,MTR-22B01-CNV01-ACC,0.9675541,GOOD
2026-04-28,MTR-22B01-CNV01-ENV,1.30636,GOOD
2026-04-28,MTR-22B01-CNV01-STATUS,1,GOOD
2026-04-28,MTR-22B01-CNV01-VEL,4.615625,GOOD
2026-04-28,MTR-22B09-CNV01-ACC,0.46731,GOOD
2026-04-28,MTR-22B09-CNV01-ENV,0.5675602,GOOD
2026-04-28,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-28,MTR-22B09-CNV01-VEL,0.46731,GOOD
2026-04-28,MTR-22B12-CNV01-ACC,11.88393,GOOD
2026-04-28,MTR-22B12-CNV01-ENV,11.06933,GOOD
2026-04-28,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-28,MTR-22B12-CNV01-VEL,4.942804,GOOD
2026-04-29,MTR-21A01-CNV01-ACC,8.440424,GOOD
2026-04-29,MTR-21A01-CNV01-ENV,7.487452,GOOD
2026-04-29,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-29,MTR-21A01-CNV01-VEL,2.925104,GOOD
2026-04-29,MTR-21A09-CNV01-ACC,0.3870487,GOOD
2026-04-29,MTR-21A09-CNV01-ENV,0.2263126,GOOD
2026-04-29,MTR-21A09-CNV01-STATUS,1,GOOD
2026-04-29,MTR-21A09-CNV01-VEL,0.4271793,GOOD
2026-04-29,MTR-21A12-CNV01-ACC,10.77825,GOOD
2026-04-29,MTR-21A12-CNV01-ENV,10.02889,GOOD
2026-04-29,MTR-21A12-CNV01-STATUS,1,GOOD
2026-04-29,MTR-21A12-CNV01-VEL,4.538477,GOOD
2026-04-29,MTR-22B01-CNV01-ACC,0.9675541,GOOD
2026-04-29,MTR-22B01-CNV01-ENV,0.7077274,GOOD
2026-04-29,MTR-22B01-CNV01-STATUS,1,GOOD
2026-04-29,MTR-22B01-CNV01-VEL,0.8077335,GOOD
2026-04-29,MTR-22B09-CNV01-ACC,0.6076298,GOOD
2026-04-29,MTR-22B09-CNV01-ENV,0.46731,GOOD
2026-04-29,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-29,MTR-22B09-CNV01-VEL,0.50741,GOOD
2026-04-29,MTR-22B12-CNV01-ACC,12.28005,GOOD
2026-04-29,MTR-22B12-CNV01-ENV,10.96026,GOOD
2026-04-29,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-29,MTR-22B12-CNV01-VEL,4.827448,GOOD
2026-04-30,MTR-21A01-CNV01-ACC,8.570581,GOOD
2026-04-30,MTR-21A01-CNV01-ENV,7.674952,GOOD
2026-04-30,MTR-21A01-CNV01-STATUS,1,GOOD
2026-04-30,MTR-21A01-CNV01-VEL,2.846735,GOOD
2026-04-30,MTR-21A09-CNV01-ACC,0.3870487,GOOD
2026-04-30,MTR-21A09-CNV01-ENV,0.4070988,GOOD
2026-04-30,MTR-21A09-CNV01-STATUS,1,GOOD
2026-04-30,MTR-21A09-CNV01-VEL,0.4070988,GOOD
2026-04-30,MTR-21A12-CNV01-ACC,10.77825,GOOD
2026-04-30,MTR-21A12-CNV01-ENV,9.955528,GOOD
2026-04-30,MTR-21A12-CNV01-STATUS,1,GOOD
2026-04-30,MTR-21A12-CNV01-VEL,4.904383,GOOD
2026-04-30,MTR-22B01-CNV01-ACC,0.9076481,GOOD
2026-04-30,MTR-22B01-CNV01-ENV,0.6476688,GOOD
2026-04-30,MTR-22B01-CNV01-STATUS,1,GOOD
2026-04-30,MTR-22B01-CNV01-VEL,0.747736,GOOD
2026-04-30,MTR-22B09-CNV01-ACC,0.4271793,GOOD
2026-04-30,MTR-22B09-CNV01-ENV,0.5274601,GOOD
2026-04-30,MTR-22B09-CNV01-STATUS,1,GOOD
2026-04-30,MTR-22B09-CNV01-VEL,0.4070988,GOOD
2026-04-30,MTR-22B12-CNV01-ACC,12.11816,GOOD
2026-04-30,MTR-22B12-CNV01-ENV,10.97845,GOOD
2026-04-30,MTR-22B12-CNV01-STATUS,1,GOOD
2026-04-30,MTR-22B12-CNV01-VEL,4.692713,GOOD
2026-05-01,MTR-21A01-CNV01-ACC,17.7812,GOOD
2026-05-01,MTR-21A01-CNV01-ENV,17.32542,GOOD
2026-05-01,MTR-21A01-CNV01-STATUS,0,GOOD
2026-05-01,MTR-21A01-CNV01-VEL,15.05189,GOOD
2026-05-01,MTR-21A09-CNV01-ACC,0.1659794,GOOD
2026-05-01,MTR-21A09-CNV01-ENV,0.50741,GOOD
2026-05-01,MTR-21A09-CNV01-STATUS,1,GOOD
2026-05-01,MTR-21A09-CNV01-VEL,0.2665043,GOOD
2026-05-01,MTR-21A12-CNV01-ACC,10.46816,GOOD
2026-05-01,MTR-21A12-CNV01-ENV,5.823145,GOOD
2026-05-01,MTR-21A12-CNV01-STATUS,1,GOOD
2026-05-01,MTR-21A12-CNV01-VEL,2.434259,GOOD
2026-05-01,MTR-22B01-CNV01-ACC,0.6676884,GOOD
2026-05-01,MTR-22B01-CNV01-ENV,0.8277225,GOOD
2026-05-01,MTR-22B01-CNV01-STATUS,1,GOOD
2026-05-01,MTR-22B01-CNV01-VEL,0.7077274,GOOD
2026-05-01,MTR-22B09-CNV01-ACC,0.48736,GOOD
2026-05-01,MTR-22B09-CNV01-ENV,0.50741,GOOD
2026-05-01,MTR-22B09-CNV01-STATUS,1,GOOD
2026-05-01,MTR-22B09-CNV01-VEL,0.4070988,GOOD
2026-05-01,MTR-22B12-CNV01-ACC,12.22613,GOOD
2026-05-01,MTR-22B12-CNV01-ENV,11.1238,GOOD
2026-05-01,MTR-22B12-CNV01-STATUS,1,GOOD
2026-05-01,MTR-22B12-CNV01-VEL,4.577051,GOOD
2026-05-02,MTR-21A01-CNV01-ACC,18.59064,GOOD
2026-05-02,MTR-21A01-CNV01-ENV,18.38074,GOOD
2026-05-02,MTR-21A01-CNV01-STATUS,0,GOOD
2026-05-02,MTR-21A01-CNV01-VEL,17.39063,GOOD
2026-05-02,MTR-21A09-CNV01-ACC,0.326807,GOOD
2026-05-02,MTR-21A09-CNV01-ENV,0.326807,GOOD
2026-05-02,MTR-21A09-CNV01-STATUS,1,GOOD
2026-05-02,MTR-21A09-CNV01-VEL,0.4070988,GOOD
2026-05-02,MTR-21A12-CNV01-ACC,10.46816,GOOD
2026-05-02,MTR-21A12-CNV01-ENV,5.880335,GOOD
2026-05-02,MTR-21A12-CNV01-STATUS,1,GOOD
2026-05-02,MTR-21A12-CNV01-VEL,2.237268,GOOD
2026-05-02,MTR-22B01-CNV01-ACC,0.7677555,GOOD
2026-05-02,MTR-22B01-CNV01-ENV,0.6276493,GOOD
2026-05-02,MTR-22B01-CNV01-STATUS,1,GOOD
2026-05-02,MTR-22B01-CNV01-VEL,0.727747,GOOD
2026-05-02,MTR-22B09-CNV01-ACC,0.5875797,GOOD
2026-05-02,MTR-22B09-CNV01-ENV,0.48736,GOOD
2026-05-02,MTR-22B09-CNV01-STATUS,1,GOOD
2026-05-02,MTR-22B09-CNV01-VEL,0.46731,GOOD
2026-05-02,MTR-22B12-CNV01-ACC,12.06417,GOOD
2026-05-02,MTR-22B12-CNV01-ENV,10.86929,GOOD
2026-05-02,MTR-22B12-CNV01-STATUS,1,GOOD
2026-05-02,MTR-22B12-CNV01-VEL,4.44198,GOOD
2026-05-03,MTR-21A01-CNV01-ACC,18.12186,GOOD
2026-05-03,MTR-21A01-CNV01-ENV,17.1785,GOOD
2026-05-03,MTR-21A01-CNV01-STATUS,0,GOOD
2026-05-03,MTR-21A01-CNV01-VEL,12.44209,GOOD
2026-05-03,MTR-21A09-CNV01-ACC,0.1257267,GOOD
2026-05-03,MTR-21A09-CNV01-ENV,0.2263126,GOOD
2026-05-03,MTR-21A09-CNV01-STATUS,1,GOOD
2026-05-03,MTR-21A09-CNV01-VEL,0.2665043,GOOD
2026-05-03,MTR-21A12-CNV01-ACC,10.44988,GOOD
2026-05-03,MTR-21A12-CNV01-ENV,5.937464,GOOD
2026-05-03,MTR-21A12-CNV01-STATUS,1,GOOD
2026-05-03,MTR-21A12-CNV01-VEL,2.394892,GOOD
2026-05-03,MTR-22B01-CNV01-ACC,0.6476688,GOOD
2026-05-03,MTR-22B01-CNV01-ENV,0.5274601,GOOD
2026-05-03,MTR-22B01-CNV01-STATUS,1,GOOD
2026-05-03,MTR-22B01-CNV01-VEL,0.5875797,GOOD
2026-05-03,MTR-22B09-CNV01-ACC,0.7677555,GOOD
2026-05-03,MTR-22B09-CNV01-ENV,0.5475101,GOOD
2026-05-03,MTR-22B09-CNV01-STATUS,1,GOOD
2026-05-03,MTR-22B09-CNV01-VEL,0.5675602,GOOD
2026-05-03,MTR-22B12-CNV01-ACC,12.19015,GOOD
2026-05-03,MTR-22B12-CNV01-ENV,10.57769,GOOD
2026-05-03,MTR-22B12-CNV01-STATUS,1,GOOD
2026-05-03,MTR-22B12-CNV01-VEL,4.17135,GOOD
2026-05-04,MTR-21A01-CNV01-ACC,17.36729,GOOD
2026-05-04,MTR-21A01-CNV01-ENV,17.08449,GOOD
2026-05-04,MTR-21A01-CNV01-STATUS,0,GOOD
2026-05-04,MTR-21A01-CNV01-VEL,15.33699,GOOD
2026-05-04,MTR-21A09-CNV01-ACC,0.2062016,GOOD
2026-05-04,MTR-21A09-CNV01-ENV,0.3468876,GOOD
2026-05-04,MTR-21A09-CNV01-STATUS,1,GOOD
2026-05-04,MTR-21A09-CNV01-VEL,0.4070988,GOOD
2026-05-04,MTR-21A12-CNV01-ACC,10.39507,GOOD
2026-05-04,MTR-21A12-CNV01-ENV,6.032618,GOOD
2026-05-04,MTR-21A12-CNV01-STATUS,1,GOOD
2026-05-04,MTR-21A12-CNV01-VEL,2.571924,GOOD
2026-05-04,MTR-22B01-CNV01-ACC,0.6676884,GOOD
2026-05-04,MTR-22B01-CNV01-ENV,0.727747,GOOD
2026-05-04,MTR-22B01-CNV01-STATUS,1,GOOD
2026-05-04,MTR-22B01-CNV01-VEL,0.5475101,GOOD
2026-05-04,MTR-22B09-CNV01-ACC,10.97927,GOOD
2026-05-04,MTR-22B09-CNV01-ENV,10.60097,GOOD
2026-05-04,MTR-22B09-CNV01-STATUS,0,GOOD
2026-05-04,MTR-22B09-CNV01-VEL,9.239189,GOOD
2026-05-04,MTR-22B12-CNV01-ACC,11.93804,GOOD
2026-05-04,MTR-22B12-CNV01-ENV,10.74181,GOOD
2026-05-04,MTR-22B12-CNV01-STATUS,1,GOOD
2026-05-04,MTR-22B12-CNV01-VEL,4.05514,GOOD
2026-05-05,MTR-21A01-CNV01-ACC,17.5698,GOOD
2026-05-05,MTR-21A01-CNV01-ENV,17.37434,GOOD
2026-05-05,MTR-21A01-CNV01-STATUS,0,GOOD
2026-05-05,MTR-21A01-CNV01-VEL,16.14494,GOOD
2026-05-05,MTR-21A09-CNV01-ACC,0.2263126,GOOD
2026-05-05,MTR-21A09-CNV01-ENV,0.2665043,GOOD
2026-05-05,MTR-21A09-CNV01-STATUS,1,GOOD
2026-05-05,MTR-21A09-CNV01-VEL,0.2464237,GOOD
2026-05-05,MTR-21A12-CNV01-ACC,10.50469,GOOD
2026-05-05,MTR-21A12-CNV01-ENV,6.013575,GOOD
